pl_name,hostname,ra,dec,sy_vmag,sy_jmag,sy_kmag,st_teff,st_logg,st_met,st_age,st_ageerr1,st_ageerr2,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
HATS-2 b,HATS-2,176.7388264,-22.5630097,13.565,11.906,11.386,5227.0,4.51,0.15,7.2,4.7,-8.1,1.35413379,12.57647635,2.0688,HATSouth,2013,HAT
K2-49 b,K2-49,177.3202331,3.4755183,15.668,13.463,12.729,4175.0,4.81,,,,,2.77065,1.93,2.307,K2,2016,K2
TOI-1803 b,TOI-1803,178.0461054,35.1718001,11.871,10.283,9.658,4687.0,4.62,0.014,1.4,0.12,-0.16,6.293287,2.99,2.59,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-1803 c,TOI-1803,178.0461054,35.1718001,11.871,10.283,9.658,4687.0,4.62,0.014,1.4,0.12,-0.16,12.885779,4.29,2.4,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
K2-14 b,K2-14,178.0568745,2.5941222,15.78,13.416,12.611,3789.0,4.891,-0.37,,,,8.36802,4.81,2.3304,K2,2015,K2
K2-15 b,K2-15,178.1105741,4.2546649,14.758,13.067,12.495,5131.0,4.571,-0.46,,,,11.8104,2.48,2.4024,K2,2015,K2
K2-6 b,K2-6,178.1921152,-1.1984418,12.66,11.44,11.069,5850.0,4.398,-0.14,,,,30.94191,2.5,5.28,K2,2015,K2
K2-17 b,K2-17,178.3296746,6.4123178,13.411,11.076,10.308,4320.0,4.798,0.15,,,,17.96753,2.23,2.592,K2,2015,K2
TOI-776 c,TOI-776,178.577997,-37.5533568,11.536,8.483,7.615,3725.0,4.8,-0.21,6.1,7.0,-5.5,15.665323,2.047,2.932,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-776 b,TOI-776,178.577997,-37.5533568,11.536,8.483,7.615,3725.0,4.8,-0.21,6.1,7.0,-5.5,8.24662,1.798,2.382,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
EPIC 201238110 b,EPIC 201238110,179.7058532,-3.3894613,16.014,12.759,11.933,3587.0,4.77613,,,,,28.1656,1.87,3.36,K2,2019,K2
K2-242 b,K2-242,179.8358421,-6.5178542,16.414,12.621,11.777,3459.0,4.89,-0.01,,,,6.51389,2.54,2.0,K2,2018,K2
K2-158 b,K2-158,179.9397081,-5.7216879,11.774,10.432,9.974,5503.0,4.45,0.07,,,,10.06049,2.64,3.8,K2,2018,K2
K2-158 c,K2-158,179.9397081,-5.7216879,11.774,10.432,9.974,5503.0,4.45,0.07,,,,5.90279,1.28,5.0,K2,2018,K2
HATS-56 b,HATS-56,180.165072,-45.7994559,11.477,10.514,10.251,6536.0,3.949,0.19,1.894,0.077,-0.077,4.324799,18.920792,4.6416,HATSouth,2019,HAT
HATS-67 b,HATS-67,180.2087883,-46.1364201,13.698,12.638,12.327,6594.0,4.278,0.332,0.51,0.24,-0.24,1.6091788,18.887165,1.9464,HATSouth,2018,HAT
K2-159 b,K2-159,180.5408896,-3.5809053,11.995,10.462,9.978,5425.0,4.56,-0.07,,,,12.42205,2.26,3.3,K2,2018,K2
NGTS-18 b,NGTS-18,180.5462193,-35.5486091,14.588,13.265,12.87,5610.0,4.16,0.15,10.84,1.28,-1.45,3.05125,13.56286665,3.601,Next-Generation Transit Survey (NGTS),2021,NGTS
K2-243 c,K2-243,181.1211419,-4.8991358,10.971,9.852,9.591,6570.0,4.26,-0.03,,,,24.94598,2.01,5.2,K2,2018,K2
K2-243 b,K2-243,181.1211419,-4.8991358,10.971,9.852,9.591,6570.0,4.26,-0.03,,,,11.54182,2.17,3.7,K2,2018,K2
K2-241 b,K2-241,181.2386829,-6.8052985,11.97,10.442,9.933,5262.0,4.54,-0.44,,,,26.8199,2.55,4.1,K2,2018,K2
TOI-3884 b,TOI-3884,181.5718341,12.5070258,15.744,11.127,10.24,3180.0,4.97,0.04,,,,4.5445828,6.43,1.6,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-246 b,K2-246,181.6296115,-1.1606,14.792,13.168,12.788,5610.0,4.43,-0.19,,,,5.76918,3.49,3.4,K2,2018,K2
K2-152 b,K2-152,181.6324078,-5.8274311,13.728,10.956,10.096,4044.0,4.67,0.12,,,,32.6479,2.29,4.0,K2,2018,K2
K2-132 b,K2-132,182.1662666,-8.7472172,12.071,10.153,9.54,4840.0,3.297,-0.01,8.5,4.5,-2.8,9.1751,14.5717,7.169,K2,2017,K2
K2-163 b,K2-163,182.3292517,-0.5393421,13.078,11.31,10.627,4937.0,4.71,0.14,,,,6.673117,2.46610713,,K2,2018,K2
K2-252 b,K2-252,182.3663818,-8.3096141,12.93,11.236,10.683,5152.0,4.5,-0.09,,,,13.81513,1.74,3.6,K2,2018,K2
K2-156 b,K2-156,182.699673,-6.2943552,13.4,11.139,10.391,4460.0,4.7,-0.33,,,,0.813143,1.1,1.3,K2,2018,K2
K2-131 b,K2-131,182.751404,-9.7652392,12.129,10.57,10.051,5120.0,4.61,-0.04,5.3,4.9,-3.7,0.3693038,1.69,1.0027781,K2,2017,K2
K2-248 b,K2-248,182.8173343,-9.4141696,13.497,12.079,11.643,5528.0,4.45,-0.1,,,,7.17256,2.57,2.8,K2,2018,K2
WASP-56 b,WASP-56,183.3660401,23.055687,12.091,10.874,10.532,5600.0,4.5,0.12,6.2,3.0,-2.1,4.6171,10.53646,3.5616,SuperWASP,2012,WASP
K2-249 b,K2-249,183.3667344,-8.9952309,12.646,11.27,10.883,6504.0,4.16,0.04,,,,12.409,2.79,5.9,K2,2018,K2
K2-244 b,K2-244,183.4686492,-3.8318097,11.78,10.555,10.163,5677.0,4.44,-0.29,,,,21.06884,1.75,3.9,K2,2018,K2
HD 106315 b,HD 106315,183.4724742,-0.3934357,8.951,8.116,7.853,6327.0,4.252,-0.311,4.48,0.96,-0.96,9.55237,2.44,3.775,K2,2017,K2
HD 106315 c,HD 106315,183.4724742,-0.3934357,8.951,8.116,7.853,6327.0,4.252,-0.311,4.48,0.96,-0.96,21.05704,4.35,4.638,K2,2017,K2
TOI-4860 b,TOI-4860,183.563961,-13.1748411,16.47,12.056,11.175,3260.0,4.86,0.27,4.5,,,1.5227591,8.7,1.231,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-226 b,K2-226,183.6456643,-9.5626286,12.337,10.697,10.223,5288.0,4.473,-0.05,9.6,3.0,-4.7,3.27109,1.53899305,2.3232,K2,2018,K2
EPIC 201595106 b,EPIC 201595106,183.7203635,1.9681688,11.746,10.588,10.218,5679.0,4.435,0.01,6.0,2.6,-2.9,0.87724,1.565,1.0008,K2,2021,K2
K2-157 b,K2-157,183.7514959,-5.7820178,12.942,11.398,10.98,5334.0,4.45,0.02,8.8,4.0,-4.0,0.3652575,0.935,1.161,K2,2018,K2
K2-161 b,K2-161,183.7938491,-3.4956913,12.718,10.852,10.261,4972.0,3.63,-0.03,,,,9.283188,6.11721229,,K2,2018,K2
K2-153 b,K2-153,183.8088709,2.0208765,14.96,12.023,11.207,3845.0,4.73,-0.09,,,,7.51574,2.0,2.3,K2,2018,K2
TOI-782 b,TOI-782,183.9203614,-18.9103377,14.83,10.675,9.86,3370.0,4.804,0.34,,,,8.0240015,2.734,1.7082731,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-160 b,K2-160,184.0545174,-3.5530888,12.838,11.427,11.037,5649.0,4.61,0.07,,,,3.705871,3.17824034,,K2,2018,K2
EPIC 201427007 b,EPIC 201427007,184.6021322,-0.5512886,14.321,12.975,12.581,5633.0,4.4,-0.053,,,,0.72091,1.5,,K2,2021,K2
K2-165 c,K2-165,184.9004881,0.968327,11.332,10.055,9.536,5185.0,4.46,-0.05,,,,4.382745,1.55409035,,K2,2018,K2
K2-165 d,K2-165,184.9004881,0.968327,11.332,10.055,9.536,5185.0,4.46,-0.05,,,,14.101361,2.64809498,2.7078373,K2,2018,K2
K2-165 b,K2-165,184.9004881,0.968327,11.332,10.055,9.536,5185.0,4.46,-0.05,,,,2.354992,1.27443657,,K2,2018,K2
TOI-5616 b,TOI-5616,184.9016378,48.6832895,16.74,13.566,12.735,3996.0,4.67,0.14,7.2,4.4,-4.5,2.002849,10.78,1.66,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-4551 b,TOI-4551,184.9787579,-25.8278531,9.973,8.133,7.524,4896.0,3.48,0.23,4.92,2.45,-1.33,9.95581,11.85910158,10.474,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-250 b,K2-250,185.0315429,-8.9757427,14.314,12.539,12.016,5003.0,4.544,-0.02,8.2,4.0,-5.0,4.01392,2.71257333,2.3664,K2,2018,K2
TOI-1279 b,TOI-1279,185.0628734,56.2014094,10.714,9.334,8.887,5457.0,4.529,-0.079,4.2,2.5,-2.2,9.61419,2.66146528,2.7649671,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-245 b,K2-245,185.181563,-1.5909138,12.755,11.499,11.158,5793.0,4.16,-0.45,,,,11.89307,4.34,4.2,K2,2018,K2
EPIC 201615463 c,K2-166,185.1880932,2.2823788,12.081,10.952,10.637,5960.0,4.09,0.09,,,,3.80464,1.22,,K2,2019,K2
K2-166 b,K2-166,185.1880932,2.2823788,12.081,10.952,10.637,5960.0,4.09,0.09,,,,8.52695,2.19,3.7,K2,2018,K2
K2-223 c,K2-223,185.306183,-10.2820915,11.443,10.177,9.835,5859.0,4.5,0.19,,,,4.562546,1.5,2.8,K2,2018,K2
K2-223 b,K2-223,185.306183,-10.2820915,11.443,10.177,9.835,5859.0,4.5,0.19,,,,0.50557,0.89,0.9,K2,2018,K2
WASP-87 b,WASP-87,185.3246821,-52.8408163,10.727,9.832,9.552,6450.0,4.32,,,,,1.682795,15.524465,3.0314666,Anglo-Australian Telescope,2016,Other
K2-254 b,K2-254,185.5507926,-4.7172908,14.238,11.986,11.296,4629.0,4.64,-0.14,,,,4.09639,1.63,1.6,K2,2018,K2
K2-254 c,K2-254,185.5507926,-4.7172908,14.238,11.986,11.296,4629.0,4.64,-0.14,,,,12.11839,2.19,2.4,K2,2018,K2
K2-162 b,K2-162,186.0383865,-1.111479,12.278,10.517,9.898,4842.0,4.63,-0.17,,,,9.45889,1.44,3.0,K2,2018,K2
K2-253 b,K2-253,186.0853062,-6.3789537,15.002,13.492,12.947,6027.0,4.39,0.0,,,,4.00167,12.67,2.1,K2,2018,K2
TOI-2068 b,TOI-2068,186.27356,60.4183455,13.007,9.872,9.007,3710.0,4.729,0.27,7.0,4.6,-5.0,7.768915,1.821,2.06,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
EPIC 229004835 b,EPIC 229004835,186.4860415,-1.4047214,10.23,9.061,8.725,5868.0,4.47031,-0.12,4.9,1.9,-1.7,16.141132,2.332,2.1,K2,2023,K2
TOI-1451 b,TOI-1451,186.5242821,61.2589289,9.584,8.38,8.073,5801.0,4.424,0.019,4.0,1.9,-1.7,16.537944,2.61143902,3.0940434,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-225 b,K2-225,186.5410958,-9.6248232,11.836,10.362,9.954001,5520.0,4.148,0.486,0.0121,0.0039,-0.0032,15.8723,3.60929179,6.192,K2,2018,K2
HD 108236 f,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,5660.0,4.49,-0.28,6.7,4.0,-5.1,29.54115,2.017,3.27,CHaracterising ExOPlanets Satellite (CHEOPS),2021,Other
HD 108236 b,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,5660.0,4.49,-0.28,6.7,4.0,-5.1,3.795963,1.615,2.384,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
HD 108236 e,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,5660.0,4.49,-0.28,6.7,4.0,-5.1,19.590025,3.083,4.2,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
HD 108236 d,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,5660.0,4.49,-0.28,6.7,4.0,-5.1,14.175685,2.539,3.85,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
HD 108236 c,HD 108236,186.5740627,-51.3630519,9.25,8.046,7.637,5660.0,4.49,-0.28,6.7,4.0,-5.1,6.203449,2.071,2.86,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-1227 b,TOI-1227,186.7673635,-72.4518501,16.999,11.89,11.034,3072.0,4.438,,0.011,0.002,-0.002,27.36397,9.57246952,4.831,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HATS-58 A b,HATS-58 A,186.7873036,-48.9784105,11.572,10.584,10.289,7175.0,4.292,,0.31,0.33,-0.2,4.2180896,12.273855,3.18,HATSouth,2019,HAT
K2-259 b,K2-259,186.8026947,1.5668631,12.511,11.425,11.115,6059.0,4.39,0.16,,,,15.48043,2.32,4.2,K2,2018,K2
K2-137 b,K2-137,186.870426,-6.1952168,15.94,11.764,10.882,3697.0,5.0,-0.059,,,,0.179719,0.64,0.6288,K2,2017,K2
K2-229 b,K2-229,186.8729195,-6.7218474,10.985,9.518,9.05,5315.0,4.6,-0.09,5.4,5.2,-3.7,0.584216,1.0,1.5,K2,2018,K2
K2-229 c,K2-229,186.8729195,-6.7218474,10.985,9.518,9.05,5315.0,4.59,-0.09,5.4,5.2,-3.7,8.32727,2.03,2.5,K2,2018,K2
K2-228 b,K2-228,187.2947047,-6.8342028,13.028,10.978,10.324,4715.0,4.66,-0.25,,,,2.69828,1.21,1.5,K2,2018,K2
ZTF J1230-2655 b,ZTF J1230-2655,187.5689308,-26.9309608,18.9116,,,10000.0,8.07,,,,,0.23597766,13.78704626,,Zwicky Transient Facility,2025,Other
K2-258 b,K2-258,187.6314027,-1.1609171,13.361,12.124,11.782,6351.0,4.29,0.01,,,,19.0921,3.0,6.0,K2,2018,K2
TOI-1820 b,TOI-1820,187.6867207,27.4520016,10.899,9.915,9.508,5734.0,4.24,0.14,11.0,2.0,-2.0,4.860674,12.778238,2.92,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-757 b,TOI-757,187.9948428,-35.5544523,9.743,8.35,7.874,5278.0,4.5,-0.27,7.5,3.0,-3.0,17.46819,2.5,3.72,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-140 b,K2-140,188.1373172,-9.6076115,12.727,11.421,10.995,5585.0,4.4,0.1,9.8,3.4,-4.6,6.569188,13.56286665,3.81,K2,2017,K2
HAT-P-36 b,HAT-P-36,188.2662048,44.9153672,12.146,11.046,10.603,5620.0,4.416,0.25,6.6,2.9,-1.8,1.32734683,14.313893,2.232,HATNet,2011,HAT
K2-257 b,K2-257,188.278284,-1.9532879,13.716,10.477,9.661,3725.0,4.76,-0.03,,,,1.60588,0.83,1.3,K2,2018,K2
WASP-107 b,WASP-107,188.3864277,-10.1462141,11.592,9.378,8.637,4425.0,4.633,0.02,3.4,0.7,-0.7,5.7214742,10.53646,2.73864,SuperWASP-South,2017,WASP
K2-247 c,K2-247,188.8935189,-10.0692793,14.857,12.38,11.556,4667.0,4.63,-0.08,,,,6.49424,2.19,1.7,K2,2018,K2
K2-247 b,K2-247,188.8935189,-10.0692793,14.857,12.38,11.556,4667.0,4.63,-0.08,,,,2.25021,2.12,1.2,K2,2018,K2
TOI-1811 b,TOI-1811,188.9223576,27.2143766,11.966,10.28,9.643,4766.0,4.579,0.306,5.9,4.9,-4.0,3.7130765,11.14172682,1.951,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-154 b,K2-154,189.0015173,-2.6696217,13.861,11.219,10.368,4097.0,4.65,0.21,,,,3.67626,1.99,1.7,K2,2018,K2
K2-154 c,K2-154,189.0015173,-2.6696217,13.861,11.219,10.368,4097.0,4.65,0.21,,,,7.95486,2.07,2.1,K2,2018,K2
EPIC 228836835 b,EPIC 228836835,189.5748998,-5.2446247,16.77,12.831,12.02,3782.0,5.0,-0.18,,,,0.728113,1.1,0.7992,K2,2021,K2
K2-224 c,K2-224,189.7041426,-10.0605942,12.7,11.352,10.94,5620.0,4.55,-0.19,,,,10.09489,2.41,3.6,K2,2018,K2
K2-224 b,K2-224,189.7041426,-10.0605942,12.7,11.352,10.94,5620.0,4.55,-0.19,,,,4.47904,1.56,2.4,K2,2018,K2
HD 109833 b,HD 109833,189.7758591,-74.5740205,9.29,8.144,7.82,5881.0,4.45,-0.07,0.027,0.003,-0.003,9.188526,2.888,2.492,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HD 109833 c,HD 109833,189.7758591,-74.5740205,9.29,8.144,7.82,5881.0,4.45,-0.07,0.027,0.003,-0.003,13.900148,2.59,2.1264429,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HD 110067 d,HD 110067,189.8392243,20.0273377,8.419,6.952,6.492,5266.0,4.54,-0.2,8.1,4.0,-4.0,20.519617,2.852,3.8177,Multiple Observatories,2023,Other
HD 110067 b,HD 110067,189.8392243,20.0273377,8.419,6.952,6.492,5266.0,4.54,-0.2,8.1,4.0,-4.0,9.113678,2.2,3.0948,Multiple Observatories,2023,Other
HD 110067 e,HD 110067,189.8392243,20.0273377,8.419,6.952,6.492,5266.0,4.54,-0.2,8.1,4.0,-4.0,30.793091,1.94,4.8636,Multiple Observatories,2023,Other
HD 110067 c,HD 110067,189.8392243,20.0273377,8.419,6.952,6.492,5266.0,4.54,-0.2,8.1,4.0,-4.0,13.673694,2.388,3.7044,Multiple Observatories,2023,Other
HD 110067 g,HD 110067,189.8392243,20.0273377,8.419,6.952,6.492,5266.0,4.54,-0.2,8.1,4.0,-4.0,54.76992,2.607,5.666,Multiple Observatories,2023,Other
HD 110067 f,HD 110067,189.8392243,20.0273377,8.419,6.952,6.492,5266.0,4.54,-0.2,8.1,4.0,-4.0,41.05854,2.601,5.165,Multiple Observatories,2023,Other
K2-255 b,K2-255,189.9128532,-3.3705631,13.662,11.556,10.827,4676.0,4.62,-0.14,,,,1.96417,2.9,1.1,K2,2018,K2
HD 110113 b,HD 110113,190.0365636,-44.3120777,10.09,8.903,8.502,5732.0,4.46,0.14,4.0,0.5,-0.5,2.541,2.05,2.376,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
HD 110113 c,HD 110113,190.0365636,-44.3120777,10.09,8.903,8.502,5732.0,4.46,0.14,4.0,0.5,-0.5,6.744,2.11384817,1.3710857,La Silla Observatory,2021,Other
WASP-83 b,WASP-83,190.1519558,-19.2843527,12.312,10.804,10.393,5510.0,4.44,0.29,5.0,,,4.971252,11.65736,3.3648,SuperWASP,2015,WASP
WASP-41 b,WASP-41,190.6188034,-30.6398176,11.632,10.096,9.677,5545.0,4.53,0.06,1.2,1.1,-0.2,3.0524,12.3299,2.6376,SuperWASP,2012,WASP
K2-251 b,K2-251,190.6892403,-8.5359826,15.66,12.341,11.515,3717.0,4.76,-0.04,,,,9.30075,2.35,2.7,K2,2018,K2
K2-227 b,K2-227,190.9484237,-8.4784159,12.015,10.393,10.005,5673.0,4.58,-0.1,,,,13.621832,1.66551298,,K2,2018,K2
K2-230 b,K2-230,191.363117,-6.576051,12.789,11.575,11.257,5945.0,4.2,0.1,,,,2.86041,1.96,2.6,K2,2018,K2
HATS-31 b,HATS-31,191.7028214,-24.4273897,13.315,11.912,11.572,6050.0,4.0,0.0,4.3,1.1,-1.1,3.37796,18.38276,4.5936,HATSouth,2016,HAT
GJ 486 b,GJ 486,191.981531,9.7494181,11.39,7.195,6.362,3317.0,4.9111,-0.15,4.0,4.0,-3.0,1.46712127,1.289,1.0158,Calar Alto Observatory,2021,Other
TOI-756 b,TOI-756,192.103738,-45.4704709,14.607,11.138,10.274,3657.0,4.735,0.196,3.2,5.5,-2.3,1.2392495,2.81,1.1,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-1136 g,TOI-1136,192.1848981,64.8552755,9.534,8.363,8.034,5770.0,4.47,0.07,0.7,0.15,-0.15,39.545,2.53,5.8,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1136 c,TOI-1136,192.1848981,64.8552755,9.534,8.363,8.034,5770.0,4.47,0.07,0.7,0.15,-0.15,6.2574,2.879,3.4880319,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1136 d,TOI-1136,192.1848981,64.8552755,9.534,8.363,8.034,5770.0,4.47,0.07,0.7,0.15,-0.15,12.5199,4.627,4.1313918,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1136 f,TOI-1136,192.1848981,64.8552755,9.534,8.363,8.034,5770.0,4.47,0.07,0.7,0.15,-0.15,26.321,3.73591482,5.1779232,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1136 b,TOI-1136,192.1848981,64.8552755,9.534,8.363,8.034,5770.0,4.47,0.07,0.7,0.15,-0.15,4.1727,1.9,2.07,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1136 e,TOI-1136,192.1848981,64.8552755,9.534,8.363,8.034,5770.0,4.47,0.07,0.7,0.15,-0.15,18.801,2.639,4.4632032,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HATS-17 b,HATS-17,192.1895676,-47.6136789,12.402,11.082,10.698,5846.0,4.416,0.3,2.1,1.3,-1.3,16.254611,8.709393,4.8264,HATSouth,2016,HAT
TOI-4961 b,TOI-4961,192.5018624,-59.8919345,12.486,10.79,10.304,5380.0,4.479,0.206,8.0,3.8,-4.1,7.479182,12.34108775,3.528,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
HD 110082 b,HD 110082,192.5892855,-88.1211107,9.23,8.272,8.002,6200.0,4.2,0.08,0.25,0.05,-0.07,10.18271,3.2,2.91,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
WASP-42 b,WASP-42,192.981203,-42.0736165,12.169,10.542,10.033,5315.0,4.515,0.29,4.4,4.4,-3.4,4.9816819,12.576498,2.89032,SuperWASP,2012,WASP
TOI-1135 b,TOI-1135,193.3963704,85.1294952,9.54,8.458,8.192,5962.7,4.38,0.0,0.562,0.438,-0.438,8.0277283,9.34085,4.339,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HATS-27 b,HATS-27,193.5524603,-46.5877159,12.782,11.831,11.55,6438.0,4.107,0.09,2.3,0.22,-0.22,4.637038,16.8135,4.8312,HATSouth,2016,HAT
TOI-763 b,TOI-763,194.468098,-39.7580613,10.265,8.858,8.49,5450.0,4.45,0.01,,,,5.6057,2.28,3.0213897,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-763 c,TOI-763,194.468098,-39.7580613,10.265,8.858,8.49,5450.0,4.45,0.01,,,,12.2737,2.63,3.8398889,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-2257 b,TOI-2257,194.7396141,77.6617157,15.211,11.47,10.673,3430.0,4.971,-0.27,,,,35.189346,2.194,3.846,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
WASP-25 b,WASP-25,195.3597581,-27.5222273,11.875,10.596,10.174,5697.0,4.529,-0.2,1.9,1.3,-1.8,3.7648337,13.80946422,2.759996,SuperWASP,2010,WASP
WASP-174 b,WASP-174,195.7940145,-41.3848617,11.803,10.845,10.579,6399.0,4.273,0.06,2.2,0.52,-0.52,4.2337005,16.10730527,2.094,SuperWASP-South,2018,WASP
WASP-108 b,WASP-108,195.8281644,-49.6397727,11.211,10.12,9.795,6783.0,4.24271,0.1478,4.64,1.94,-1.94,2.67555212374,15.13212395,3.2277336,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-3082 b,TOI-3082,195.9080719,-19.2189845,12.934,10.659,9.881,4263.0,4.625,0.17,,,,1.926907,3.6621,1.4,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
KELT-6 b,KELT-6,195.9818362,30.640145,10.371,9.302,9.083,6102.0,4.07,-0.28,6.1,0.2,-0.2,7.8457,14.5717,5.892,KELT,2014,KELT
WASP-167 b,WASP-167,196.0437932,-35.5495292,10.517,9.929,9.76,7000.0,4.13,0.1,1.29,0.36,-0.27,2.0219596,17.71022,2.724,Multiple Observatories,2017,Other
TOI-1823 b,TOI-1823,196.2197201,63.753261,10.728,8.907,8.332,4927.0,4.548,0.243,6.3,6.3,-4.4,38.8,7.5406241,5.923377,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HD 114082 b,HD 114082,197.3171237,-60.3084347,8.2,7.403,7.163,6651.0,4.19,0.0,0.015,0.006,-0.006,109.75,11.2089807,,La Silla Observatory,2022,Other
TOI-1173 b,TOI-1173,197.6830975,70.7680117,11.038,9.564,9.134,5350.0,4.45,0.139,8.7,2.0,-1.9,7.06466,9.19,2.586,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1824 b,TOI-1824,197.7312286,61.7448492,9.721,8.283,7.757,5165.0,4.562,0.124,2.5,2.5,-1.6,22.808533,2.7438269,4.1100011,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1266 b,TOI-1266,197.9965833,65.8336973,12.941,9.706,8.84,3563.0,4.826,-0.109,4.6,1.6,-1.2,10.8945,2.52,2.1288,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-1266 c,TOI-1266,197.9965833,65.8336973,12.941,9.706,8.84,3563.0,4.826,-0.109,4.6,1.6,-1.2,18.8027,1.98,1.951,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-1268 b,TOI-1268,198.3885831,62.3053799,10.92,9.4,8.911,5300.0,4.55,0.36,0.245,0.135,-0.135,8.1577094,9.1,4.001,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-198 c,K2-198,198.8436817,-6.4649888,10.971,9.741,9.228,5212.9,4.5962,0.094,,,,3.3596055,1.423,1.42008,K2,2019,K2
K2-198 d,K2-198,198.8436817,-6.4649888,10.971,9.741,9.228,5212.9,4.5962,0.094,,,,7.4500177,2.438,3.0024,K2,2019,K2
K2-198 b,K2-198,198.8436817,-6.4649888,10.971,9.741,9.228,5212.9,4.5962,0.094,,,,17.0428683,4.189,2.9592,K2,2018,K2
K2-349 b,K2-349,199.0996546,-14.4447454,14.585,12.743,12.204,4385.0,4.78,-0.66,,,,9.032178,1.38,3.25,K2,2021,K2
TOI-1272 b,TOI-1272,199.1962036,49.8610591,11.758,10.218,9.701,5065.0,4.582,0.182,1.1,1.6,-0.8,3.31599,4.13204907,1.5708493,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-778 b,TOI-778,199.3338503,-15.2737046,9.109,8.246,8.055,6643.0,4.05,0.0,1.95,0.14,-0.13,4.633611,15.4,3.76,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
WASP-172 b,WASP-172,199.433742,-47.2375748,10.988,10.312,10.13,6900.0,4.05,-0.1,1.79,0.28,-0.28,5.477433,17.59813,5.2944,SuperWASP-South,2018,WASP
HATS-37 A b,HATS-37 A,199.80183,-22.9868431,12.341,10.528,9.947,5326.0,4.478,0.051,11.46,0.79,-1.45,4.3315366,6.792654,2.9136,HATSouth,2020,HAT
K2-195 c,K2-195,199.8315191,-8.5095364,12.524,11.248,10.876,5712.0,4.55,-0.09,,,,28.482786,2.57581891,5.976,K2,2018,K2
K2-195 b,K2-195,199.8315191,-8.5095364,12.524,11.248,10.876,5713.0,4.42,-0.1,,,,15.852975,3.13,4.8408,K2,2018,K2
K2-196 b,K2-196,200.4562487,-8.4717104,12.241,10.95,10.617,6045.0,4.08,0.01,,,,48.324222,3.59970536,,K2,2018,K2
TOI-1249 b,TOI-1249,200.5615762,66.3085331,11.089,9.536,9.126,5497.0,4.457,0.297,4.0,2.3,-2.0,13.079151,3.2710301,3.1451019,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HATS-54 b,HATS-54,200.6348641,-44.6888393,13.937,12.611,12.17,5621.0,4.2,0.37,7.96,2.97,-2.26,2.5441765,11.37711541,2.468,HATSouth,2019,HAT
